golden rune emblem (animate dead),-1,-1,-1,-1,-1,-1,0,0,0,1673390998.6950188
golden rune emblem (animate dead),-1,-1,-1,-1,-1,-1,0,0,0,1673393549.2528484
golden rune emblem (animate dead),-1,-1,-1,-1,-1,-1,0,0,0,1673453441.8892612
golden rune emblem (animate dead),-1,-1,-1,-1,-1,-1,0,0,0,1673550665.775553
golden rune emblem (animate dead),-1,-1,-1,-1,-1,-1,0,0,0,1673566177.0440545
golden rune emblem (animate dead),-1,-1,-1,-1,-1,-1,0,0,0,1673566304.2328517
golden rune emblem (animate dead),-1,-1,-1,-1,-1,-1,0,0,0,1673566547.133779
golden rune emblem (animate dead),-1,-1,-1,-1,-1,-1,0,0,0,1673626912.6665342
golden rune emblem (animate dead),-1,-1,-1,-1,-1,-1,0,0,0,1673674863.8561058
golden rune emblem (animate dead),-1,-1,-1,-1,-1,-1,0,0,0,1673717977.9926105
