fireball rune (weak),-1,-1,-1,-1,-1,-1,0,0,0,1673390998.6296618
fireball rune (weak),-1,-1,-1,-1,-1,-1,0,0,0,1673393082.7581697
fireball rune (weak),-1,-1,-1,-1,-1,-1,0,0,0,1673452974.7458706
fireball rune (weak),-1,-1,-1,-1,-1,-1,0,0,0,1673550183.318304
fireball rune (weak),-1,-1,-1,-1,-1,-1,0,0,0,1673566176.9028318
fireball rune (weak),-1,-1,-1,-1,-1,-1,0,0,0,1673566304.181888
fireball rune (weak),-1,-1,-1,-1,-1,-1,0,0,0,1673566547.0765452
fireball rune (weak),-1,-1,-1,-1,-1,-1,0,0,0,1673626430.4765048
fireball rune (weak),-1,-1,-1,-1,-1,-1,0,0,0,1673674386.3284113
fireball rune (weak),-1,-1,-1,-1,-1,-1,0,0,0,1673717516.242763
