some mushrooms (brown),-1,-1,-1,-1,-1,-1,0,0,0,1673390999.022249
some mushrooms (brown),-1,-1,-1,-1,-1,-1,0,0,0,1673396117.8912237
some mushrooms (brown),-1,-1,-1,-1,-1,-1,0,0,0,1673456033.8433285
some mushrooms (brown),-1,-1,-1,-1,-1,-1,0,0,0,1673553214.0666904
some mushrooms (brown),-1,-1,-1,-1,-1,-1,0,0,0,1673566177.7734432
some mushrooms (brown),-1,-1,-1,-1,-1,-1,0,0,0,1673566304.545061
some mushrooms (brown),-1,-1,-1,-1,-1,-1,0,0,0,1673566548.722149
some mushrooms (brown),-1,-1,-1,-1,-1,-1,0,0,0,1673629449.8685222
some mushrooms (brown),-1,-1,-1,-1,-1,-1,0,0,0,1673679228.7731621
some mushrooms (brown),-1,-1,-1,-1,-1,-1,0,0,0,1673720438.903827
