coloured egg (blue),-1,-1,-1,-1,-1,-1,0,-0.0,0,1673388969.895357
coloured egg (blue),-1,-1,-1,-1,-1,-1,0,0,0,1673390998.4929073
coloured egg (blue),-1,-1,-1,-1,-1,-1,0,0,0,1673392067.0040996
coloured egg (blue),-1,-1,-1,-1,-1,-1,0,0,0,1673451954.2521515
coloured egg (blue),-1,-1,-1,-1,-1,-1,0,0,0,1673549173.8259895
coloured egg (blue),-1,-1,-1,-1,-1,-1,0,0,0,1673566176.5763662
coloured egg (blue),-1,-1,-1,-1,-1,-1,0,0,0,1673566304.0532055
coloured egg (blue),-1,-1,-1,-1,-1,-1,0,0,0,1673566546.9536915
coloured egg (blue),-1,-1,-1,-1,-1,-1,0,0,0,1673625424.912957
coloured egg (blue),-1,-1,-1,-1,-1,-1,0,0,0,1673673380.1341865
coloured egg (blue),-1,-1,-1,-1,-1,-1,0,0,0,1673716539.237222
