golden rune emblem (energy wall),-1,-1,-1,-1,-1,-1,0,0,0,1673390998.696616
golden rune emblem (energy wall),-1,-1,-1,-1,-1,-1,0,0,0,1673393559.2061243
golden rune emblem (energy wall),-1,-1,-1,-1,-1,-1,0,0,0,1673453451.8698063
golden rune emblem (energy wall),-1,-1,-1,-1,-1,-1,0,0,0,1673550675.9666667
golden rune emblem (energy wall),-1,-1,-1,-1,-1,-1,0,0,0,1673566177.045769
golden rune emblem (energy wall),-1,-1,-1,-1,-1,-1,0,0,0,1673566304.2338839
golden rune emblem (energy wall),-1,-1,-1,-1,-1,-1,0,0,0,1673566547.1350193
golden rune emblem (energy wall),-1,-1,-1,-1,-1,-1,0,0,0,1673626922.8381894
golden rune emblem (energy wall),-1,-1,-1,-1,-1,-1,0,0,0,1673674877.8776598
golden rune emblem (energy wall),-1,-1,-1,-1,-1,-1,0,0,0,1673717987.865927
