ewer (golden),-1,-1,-1,-1,-1,-1,0,0,0,1673390998.5966892
ewer (golden),-1,-1,-1,-1,-1,-1,0,0,0,1673392876.4688263
ewer (golden),-1,-1,-1,-1,-1,-1,0,0,0,1673452766.6425772
ewer (golden),-1,-1,-1,-1,-1,-1,0,0,0,1673549972.5874481
ewer (golden),-1,-1,-1,-1,-1,-1,0,0,0,1673566176.8286355
ewer (golden),-1,-1,-1,-1,-1,-1,0,0,0,1673566304.1548522
ewer (golden),-1,-1,-1,-1,-1,-1,0,0,0,1673566547.0523033
ewer (golden),-1,-1,-1,-1,-1,-1,0,0,0,1673626219.3709126
ewer (golden),-1,-1,-1,-1,-1,-1,0,0,0,1673674175.8957343
ewer (golden),-1,-1,-1,-1,-1,-1,0,0,0,1673717312.070529
