silver rune emblem (paralyze),-1,-1,-1,-1,-1,-1,0,0,0,1673390999.0008993
silver rune emblem (paralyze),-1,-1,-1,-1,-1,-1,0,0,0,1673395911.2214184
silver rune emblem (paralyze),-1,-1,-1,-1,-1,-1,0,0,0,1673455818.129765
silver rune emblem (paralyze),-1,-1,-1,-1,-1,-1,0,0,0,1673553019.9584703
silver rune emblem (paralyze),-1,-1,-1,-1,-1,-1,0,0,0,1673566177.7162638
silver rune emblem (paralyze),-1,-1,-1,-1,-1,-1,0,0,0,1673566304.519867
silver rune emblem (paralyze),-1,-1,-1,-1,-1,-1,0,0,0,1673566548.7011337
silver rune emblem (paralyze),-1,-1,-1,-1,-1,-1,0,0,0,1673629257.2344017
silver rune emblem (paralyze),-1,-1,-1,-1,-1,-1,0,0,0,1673679043.2203617
silver rune emblem (paralyze),-1,-1,-1,-1,-1,-1,0,0,0,1673720255.1495235
